id,oppgave_master_id,kode,beskrivelse,bygningsdel
bce7fedf-d844-4d9b-a71f-0ab8bb0e0a56,400.01,1.03,Kontroller at det ikke er overdreven bruk av skjøteledninger (maks 1 pr. stikkontakt),400
bef52381-c87c-4e09-9f88-b41d49c93244,350.02,1.05,Rengjør varmeveksler og maskin generelt,350
c0f6c5f8-4975-479f-94df-19e9fccb237b,626.01,1.3,Lagre servicerapporten som dokumentasjon,626
c0f96955-06fb-42f0-83b2-17491b45b9b6,400.01,1.07,"Kontroller at varmeovner, og annet utstyr på over 1 KW, ikke er koblet via skjøteledning",400
c2a5261a-9de8-48ec-9f46-ae3fddcdd102,360.01,1.03,Kontroller at viftehjul løper tett og lytt etter ulyder,360
c2ec8eb2-ab0c-4598-a8a1-73b120e16f95,271.01,1.2,Kontroller at feiing av piper blir bestilt og utført for de pipene som er i bruk,271
c41e420a-054e-4cf3-81da-da8b19c52770,660.01,1.1,Kontroller at automatikken virker,660
c44d1b60-0088-4147-8f8b-12eda486e280,350.02,1.02,Se etter vann-/glykol-/oljelekkasjer og lytt etter ulyder,350
c4cb4a4d-bbee-4ebc-b301-abd02b75d575,381.01,1.2,Kontroller nivår på tilsetningsstoffer,381
c629bf0e-2a0a-4cc2-a4eb-3d7d6c0ea611,200.02,1.1,Generell visuell kontroll av orden og renhold i alle tekniske rom,200
c88ca68d-f6d1-4ad9-8775-0511512ca2de,333.02,1.2,Lukke evt. avvik fra servicerapporten,333
c9107ee1-7d58-4b7d-ab30-c9501cbcb1b2,310.03,1.1,Les av vannmåler og før inn verdien i avlesningsskjema,310
c952c6d3-acff-4f3a-95d3-8fdbd41fa1f5,745.02,1.2,Lukk evt. Avvik fra servicerapporten,745
c97e007e-973d-4196-9055-3cfd6d467a7f,360.01,1.05,Kontroller visuelt at ventiler har fornuftig posisjon ift. andre pådragskomponenter,360
ca36eb42-220e-456b-8938-4e014b9ca44e,625.01,1.4,Kontroller at nødstopp fungerer,625
caa85c79-305f-41e6-8e28-285e258e080a,263.01,1.1,Bestill årlig kontroll og ettersyn av røyk- og takkluker av sertifisert leverandør,263
cbc6a411-b147-4f4b-99c2-19744ae6887e,625.01,1.2,Kontroller for skader og hindringer,625
cc5de3fd-e0b0-4967-a41b-7cec5f6aa2d9,265.01,1.3,Kontroller at alle utvendige og innvendige nedløpsrør er hele,265
ccb5011e-605b-4486-ab95-9cdf469e3f00,300.01,1.05,"Utfør stikkprøver, at de fungerer og at oblat fra service er godt synlig",331
cd74e17a-e41e-4321-b436-6327f7a26177,400.02,1.2,Lukk evt. avvik iht. servicerapport,400
ce975822-f4ba-431a-9fdf-335b0936ca96,262.01,1.1,Utfør visuell kontroll av tak og taktekking,262
d0e40f6e-624a-4fe9-9231-96b1b93814bb,332.03,1.2,Lukke evt. Avvik fra servicerapporten,332
d1ba6886-8e7e-4c29-af1e-0ccb76760be2,265.01,1.4,Kontroller at alle festeanordninger er i orden,265
d1fbec62-46bb-45eb-b4ab-4580e8048378,626.02,1.1,Utfør generell visuell kontroll av løftekraner og taljer,626
d2cf2a6c-446f-46a7-b99b-31d292cd6b9c,651.01,1.2,Lukk evt. Avvik fra servicerapport,651
d2da61ff-bfcb-49b2-a61c-6e16ae71d6b6,365.01,1.1,"Bestill årlig kontroll, ettersyn og vedlikehold for befukteranlegget mv.",365
d51c539b-b6f6-4920-9b8e-d06a6274c192,731.02,1.2,Lukk evt. Avvik fra servicerapport,731
d5ab69ad-17f7-4579-8762-5246c0145d58,200.01,1.1,Hovedrengjøring og rydding av alle tekniske rom,200
d815d774-8b67-4e20-99da-b3c0e344973c,300.01,1.02,Kontroller for hindringer og at rømningsplaner er på plass,249
da02dbb8-fd04-44f5-95d3-3fb190eea60b,621.01,1.3,Lagre servicerapporten som dokumentasjon,621
da72e18f-7605-491a-adf6-8612bf494422,325.03,1.1,Bestill årlig kontroll og ettersyn for ekspansjonstankene,325
dc0dd480-93ae-44da-9780-abb89d83fc5f,365.01,1.2,Lukke evt. avvik iht. servicerapport,365
df4b3a05-1d63-477e-a185-3ce8b7093951,454.01,1.1,Kontroller funksjon,454
e044d8d8-1981-4f02-805e-e2b70fbe45c0,200.03,1.3,Lagre servicerapport som dokumentasjon,200
e13187ff-0cdc-40be-a7ef-5d47557a623b,200.04,1.02,Kontroller for vanninnsamling langs grunnmur og grunnvannstand,217
e150fbb2-d9eb-41fe-80e8-a5421fa98de8,430.01,1.01,Kontroller adkomst uten hindring til fordeling,430
e2ef91b4-f3fe-4b50-bc71-8c975813dead,350.02,1.06,Kontroller om kompressor er varm,350
e4811040-95e1-4836-94c3-be3100dad442,237.02,1.3,Utfør funksjonstest automatikk,237
e4bb649e-bb4c-4373-86a0-7d485ef9d5e4,542.03,1.2,Lukk evt. avvik fra servicerapporten,542
e69cced8-afd5-4723-8c9f-64d0d0a99413,360.01,1.02,Kontroller vekslingsfunksjon av tvillingpumper (varme- og kjølebatteri),360
e6fcd3a4-bd24-4657-a039-0cd7aec1b0f3,300.01,1.04,Kontroller visuelt låsefunksjon og fjern evt. hindringer,281
e73a5153-6a91-4a41-ba4f-337f6aa43a49,773.01,1.1,Kontroller at flaggstang er festet/forankret på forsvarlig måte,773
e75699b3-0ba4-42ac-a7a3-9daf9ccf16cf,200.04,1.04,"Kontroller for sprekker, råte og deformasjoner. Er det behov for overflatebehandling?",223
e878c33d-6913-4467-8691-818e24f73546,262.01,1.5,Kontroller alle takavslutninger ved gesimser og gavler,262
e8c4ec47-bc40-491e-8bcb-3ecf74ec601f,454.02,1.1,Kontroller funksjon,454
e8c7d7dc-91e4-4775-b882-fec8eadf8225,542.03,1.1,"Bestill årlig kontroll, ettersyn og vedlikehold på brannalarm fra sertifisert leverandør",542
e969aa8e-72a4-4af1-b6a6-0792c4d7832c,430.01,1.13,Kontroller at skrusikringer er skrudd til (skrusikringer løsner over tid),430
ea0a902f-7980-4e2a-9c1a-0d17dad26109,430.01,1.06,Kontroller at alle kurser er merket (skal være lett å finne om en sikring skulle ryke),430
ea235eb0-fb1a-44b7-aa04-8eae3ce2c670,400.01,1.04,Kontroller at skjøteledninger ikke er festet,400
ea2fe285-d353-4ba8-8176-59df48401c27,454.02,1.4,Kontroller for lekkasjer og ulyder (når varmeelementet slår inn),454
eac7d3ff-7458-40b5-9110-696c1a78fa2f,333.03,1.3,Lagre servicerapport som dokumentasjon,333
eb0c02b6-5008-4afc-9453-d3be71c629fb,200.04,1.11,"Kontroller for sår, skader, avflasset maling eller løse elementer",256
ed35b012-4366-4e42-83b5-48ea077bb461,400.01,1.01,"Kontroller for skader og innfesting: kabler, stikkontakter, bryterer, armaturer og ovner",400
ef36b2ef-b9fb-4e7e-95fe-6268fd1e4382,350.02,1.04,Kontroller display for alarmer og feilmeldinger,350
f1957102-5c73-4442-a2e1-8164c28ec84a,732.02,1.2,Lukk evt. Avvik fra servicerapporten,732
f3721fc3-5706-49ba-b252-c15366fa2c0c,332.01,1.1,Les av og registrer overtrykk og undertrykk i loggboken,332
f6bc6dcf-48de-42e1-851e-ec73300d8558,731.02,1.1,Bestill årlig service og vedlikehold av lensepumper,731
f7cc8f57-da50-47c8-9a4e-e27ccc65ff26,732.01,1.1,Kontroller at gatevarmen er slått på før første frost i vintersesongen,732
f89dc35a-5771-44ac-9b37-02dfce5517d8,627.01,1.1,"Bestill årlig kontroll, ettersyn og vedlikehold på servicebro, fasadevogner og gondoler (inkl. løpekatter) fra sertifisert leverandør",627
f91398be-be94-4b2f-ac7f-c93442e7004b,400.02,1.3,Lagre servicerapport som dokumentasjon,400
f99a1dcc-4768-425a-923c-611eb6192d14,621.01,1.1,"Bestill årlig kontroll, ettersyn og vedlikehold på heiser fra sertifisert leverandør",621
fa49d60f-008c-4b44-80c2-4114a3df2598,625.01,1.1,Utfør generell visuell kontroll av trappeheisen,625
fba53bef-9dbe-42b0-8540-0620a4a8ab61,200.02,1.2,Kontroller at nødvendige reservedeler for aktuelle tekniske anlegg finnes,200
fc50797b-985b-4028-b64f-77c46a4cf927,278.01,1.4,Kontroller at det ikke er noe som hindrer utfellbare stiger,278
fd8b2926-769f-4303-9837-7664ab049877,542.01,1.1,"Utfør visuell kontroll, se etter feilmeldinger og kontroller at brannalarmen står i normaltilstand",542
fdbd5ce1-dc1d-42e9-9849-54f9e2de7dce,430.01,1.14,Kontroller at skrusikringene (A - ampere) samsvarer med kursfortegnelsen,430
fe6673ff-f1da-42aa-a65e-5480aaa0cc44,400.01,1.11,"Kontroller at det er montert tidsur for apparater som kaffetraktere, vannkokere, vifteovner o.l.",400
